user_id,marketplace_side,signup_date,week1_sessions,week1_searches,week1_listings,week1_bookings,week1_messages,active_week_1,active_week_2,active_week_3,active_week_4,last_active_week,churn_flag,cohort_month,week1_engagement
U10288,Demand,2025-05-14,7,1,0,1,5.0,1,1,0,1,4,0,2025-05,14.0
U10289,Supply,2025-01-25,10,2,4,0,4.0,1,1,1,0,3,0,2025-01,20.0
U10290,Demand,2025-05-21,23,12,0,4,9.0,1,1,1,1,4,0,2025-05,48.0
U10291,Supply,2025-04-27,10,4,1,0,5.0,1,1,1,1,4,0,2025-04,20.0
U10292,Supply,2025-05-16,10,2,2,1,3.0,1,0,1,0,3,0,2025-05,18.0
U10293,Demand,2025-05-29,11,6,0,3,3.0,1,1,0,1,4,0,2025-05,23.0
U10294,Supply,2025-01-25,9,3,1,0,2.0,1,1,1,0,3,0,2025-01,15.0
U10295,Supply,2025-03-20,5,2,1,0,4.0,1,0,0,0,1,1,2025-03,12.0
U10296,Demand,2025-03-09,13,2,0,0,3.0,1,0,0,0,1,1,2025-03,18.0
U10297,Demand,2025-06-22,10,6,0,1,3.0,1,0,0,0,1,1,2025-06,20.0
U10298,Supply,2025-01-12,16,6,3,1,3.0,1,1,1,0,3,0,2025-01,29.0
U10299,Demand,2025-02-01,9,4,0,2,5.0,1,1,1,0,3,0,2025-02,20.0
U10300,Supply,2025-05-08,3,1,2,1,7.0,1,1,1,0,3,0,2025-05,14.0
U10301,Supply,2025-04-06,6,2,1,0,1.0,1,1,1,1,4,0,2025-04,10.0
U10302,Demand,2025-04-02,14,10,0,1,3.0,1,1,1,1,4,0,2025-04,28.0
U10303,Demand,2025-05-21,8,3,0,2,5.0,1,1,0,0,2,1,2025-05,18.0
U10304,Demand,2025-01-31,13,10,0,4,3.0,1,1,1,1,4,0,2025-01,30.0
U10305,Demand,2025-03-19,10,3,0,0,1.0,1,1,1,1,4,0,2025-03,14.0
U10306,Demand,2025-01-20,8,5,0,1,4.0,1,0,0,0,1,1,2025-01,18.0
U10307,Demand,2025-05-26,4,4,0,0,1.0,1,0,1,0,3,0,2025-05,9.0
U10308,Supply,2025-03-01,6,4,4,2,7.0,1,1,1,0,3,0,2025-03,23.0
U10309,Demand,2025-05-14,8,3,0,1,1.0,1,1,1,1,4,0,2025-05,13.0
U10310,Supply,2025-06-09,9,2,0,1,1.0,1,1,0,1,4,0,2025-06,13.0
U10311,Demand,2025-04-03,6,3,0,0,2.0,1,0,0,1,4,0,2025-04,11.0
U10312,Supply,2025-02-12,7,0,1,0,2.0,1,0,0,0,1,1,2025-02,10.0
U10313,Supply,2025-05-10,10,5,1,0,1.0,1,1,1,1,4,0,2025-05,17.0
U10314,Demand,2025-03-01,10,5,0,1,6.0,1,1,1,1,4,0,2025-03,22.0
U10315,Demand,2025-05-31,9,5,0,0,1.0,1,1,1,0,3,0,2025-05,15.0
U10316,Demand,2025-01-31,7,3,0,0,1.0,1,0,0,0,1,1,2025-01,11.0
U10317,Supply,2025-01-05,10,2,2,1,5.0,1,0,0,0,1,1,2025-01,20.0
U10318,Supply,2025-06-11,9,5,1,0,1.0,1,1,1,0,3,0,2025-06,16.0
U10319,Supply,2025-01-10,8,4,4,1,3.0,1,1,1,0,3,0,2025-01,20.0
U10320,Supply,2025-03-30,12,3,1,0,3.0,1,0,1,1,4,0,2025-03,19.0
U10321,Demand,2025-05-10,8,7,0,0,1.0,1,1,1,1,4,0,2025-05,16.0
U10322,Demand,2025-05-06,8,5,0,2,3.0,1,1,1,0,3,0,2025-05,18.0
U10323,Demand,2025-01-11,6,2,0,0,0.0,1,0,0,0,1,1,2025-01,8.0
U10324,Supply,2025-06-27,10,4,5,1,0.0,1,1,0,0,2,1,2025-06,20.0
U10325,Demand,2025-06-08,7,2,0,1,2.0,1,1,0,0,2,1,2025-06,12.0
U10326,Demand,2025-02-25,9,6,0,2,2.0,1,1,1,0,3,0,2025-02,19.0
U10327,Demand,2025-03-24,9,4,0,2,4.0,1,1,1,0,3,0,2025-03,19.0
U10328,Demand,2025-05-17,4,6,0,0,1.0,1,0,1,0,3,0,2025-05,11.0
U10329,Supply,2025-04-09,12,2,6,2,3.0,1,1,1,0,3,0,2025-04,25.0
U10330,Supply,2025-05-29,12,6,3,0,0.0,1,1,0,0,2,1,2025-05,21.0
U10331,Supply,2025-03-14,13,7,1,0,4.0,1,1,1,1,4,0,2025-03,25.0
U10332,Demand,2025-06-05,6,7,0,4,8.0,1,1,0,1,4,0,2025-06,25.0
U10333,Supply,2025-04-25,7,3,6,2,2.0,1,1,1,1,4,0,2025-04,20.0
U10334,Supply,2025-01-07,15,7,2,0,2.0,1,1,1,0,3,0,2025-01,26.0
U10335,Supply,2025-03-21,8,2,2,0,1.0,1,1,1,0,3,0,2025-03,13.0
U10336,Supply,2025-05-24,5,2,2,1,4.0,1,0,1,1,4,0,2025-05,14.0
U10337,Demand,2025-04-07,9,7,0,1,2.0,1,0,1,0,3,0,2025-04,19.0
U10338,Demand,2025-01-04,6,6,0,1,3.0,1,0,0,0,1,1,2025-01,16.0
U10339,Demand,2025-01-04,13,7,0,1,3.0,1,1,1,0,3,0,2025-01,24.0
U10340,Supply,2025-04-13,11,2,2,2,3.0,1,0,0,0,1,1,2025-04,20.0
U10341,Demand,2025-02-09,8,5,0,3,2.0,1,1,1,1,4,0,2025-02,18.0
U10342,Demand,2025-01-17,8,4,0,2,7.0,1,1,0,0,2,1,2025-01,21.0
U10343,Supply,2025-04-11,8,4,4,0,5.0,1,1,1,0,3,0,2025-04,21.0
U10344,Demand,2025-04-13,7,5,0,1,3.0,1,0,1,1,4,0,2025-04,16.0
U10345,Supply,2025-05-04,7,3,2,0,3.0,1,0,0,0,1,1,2025-05,15.0
U10346,Demand,2025-02-21,11,8,0,2,9.0,1,1,0,0,2,1,2025-02,30.0
U10347,Demand,2025-02-21,8,7,0,2,2.0,1,0,0,0,1,1,2025-02,19.0
U10348,Supply,2025-06-13,3,0,1,0,1.0,1,0,0,0,1,1,2025-06,5.0
U10349,Supply,2025-05-04,12,4,0,0,2.0,1,0,0,0,1,1,2025-05,18.0
U10350,Demand,2025-06-15,12,4,0,0,2.0,1,1,1,0,3,0,2025-06,18.0
U10351,Demand,2025-06-27,15,4,0,0,0.0,1,0,0,0,1,1,2025-06,19.0
U10352,Demand,2025-03-04,6,4,0,1,4.0,1,0,0,0,1,1,2025-03,15.0
U10353,Demand,2025-04-26,14,7,0,1,3.0,1,0,0,0,1,1,2025-04,25.0
U10354,Supply,2025-03-03,8,5,0,1,9.0,1,1,0,1,4,0,2025-03,23.0
U10355,Supply,2025-01-07,7,2,1,1,3.0,1,0,0,0,1,1,2025-01,14.0
U10356,Demand,2025-06-04,11,8,0,1,2.0,1,1,1,1,4,0,2025-06,22.0
U10357,Supply,2025-04-02,12,4,1,0,2.0,1,1,1,1,4,0,2025-04,19.0
U10358,Demand,2025-01-14,8,3,0,1,5.0,1,1,1,0,3,0,2025-01,17.0
U10359,Demand,2025-03-27,11,7,0,2,3.0,1,1,0,1,4,0,2025-03,23.0
U10360,Demand,2025-05-13,6,3,0,0,2.0,1,1,1,0,3,0,2025-05,11.0
U10361,Supply,2025-05-10,9,4,2,0,1.0,1,1,1,0,3,0,2025-05,16.0
U10362,Demand,2025-03-03,14,8,0,3,6.0,1,1,1,0,3,0,2025-03,31.0
U10363,Demand,2025-05-29,10,5,0,3,4.0,1,1,1,0,3,0,2025-05,22.0
U10364,Demand,2025-03-20,4,3,0,1,2.0,1,1,1,0,3,0,2025-03,10.0
U10365,Demand,2025-05-29,9,6,0,0,1.0,1,1,1,0,3,0,2025-05,16.0
U10366,Supply,2025-05-18,12,5,2,1,1.0,1,1,0,1,4,0,2025-05,21.0
U10367,Demand,2025-02-27,9,5,0,0,4.0,1,1,0,1,4,0,2025-02,18.0
U10368,Demand,2025-04-30,14,10,0,1,1.0,1,0,1,0,3,0,2025-04,26.0
U10369,Supply,2025-06-16,16,4,1,0,1.0,1,0,0,0,1,1,2025-06,22.0
U10370,Supply,2025-05-13,10,3,1,0,4.0,1,1,1,0,3,0,2025-05,18.0
U10371,Supply,2025-03-06,5,5,2,1,1.0,1,1,1,1,4,0,2025-03,14.0
U10372,Supply,2025-01-13,13,2,2,0,0.0,1,1,1,0,3,0,2025-01,17.0
U10373,Supply,2025-03-23,16,6,1,1,4.0,1,1,0,1,4,0,2025-03,28.0
U10374,Demand,2025-06-22,10,2,0,1,5.0,1,1,1,1,4,0,2025-06,18.0
U10375,Supply,2025-06-09,8,3,2,1,3.0,1,1,0,0,2,1,2025-06,17.0
U10376,Supply,2025-06-13,16,7,6,2,4.0,1,0,1,1,4,0,2025-06,35.0
U10377,Demand,2025-05-19,13,8,0,0,1.0,1,0,1,1,4,0,2025-05,22.0
U10378,Supply,2025-05-29,10,3,3,1,5.0,1,1,0,1,4,0,2025-05,22.0
U10379,Demand,2025-02-21,12,9,0,1,3.0,1,0,1,1,4,0,2025-02,25.0
U10380,Supply,2025-04-27,6,2,0,0,0.0,1,1,0,0,2,1,2025-04,8.0
U10381,Supply,2025-01-26,4,3,2,1,1.0,1,1,1,1,4,0,2025-01,11.0
U10382,Demand,2025-02-03,8,1,0,1,2.0,1,0,0,0,1,1,2025-02,12.0
U10383,Demand,2025-02-21,7,3,0,0,1.0,1,0,0,0,1,1,2025-02,11.0
U10384,Demand,2025-04-22,11,6,0,2,1.0,1,1,1,0,3,0,2025-04,20.0
U10385,Demand,2025-03-23,13,9,0,1,3.0,1,1,0,0,2,1,2025-03,26.0
U10386,Demand,2025-06-29,7,1,0,0,3.0,1,0,0,0,1,1,2025-06,11.0
U10387,Supply,2025-06-06,10,2,1,0,1.0,1,0,0,0,1,1,2025-06,14.0
U10388,Supply,2025-06-15,8,7,2,0,4.0,1,1,0,1,4,0,2025-06,21.0
U10389,Demand,2025-02-11,7,5,0,1,2.0,1,1,1,0,3,0,2025-02,15.0
U10390,Demand,2025-01-21,11,6,0,1,5.0,1,0,0,1,4,0,2025-01,23.0
U10391,Demand,2025-02-11,4,2,0,0,4.0,1,1,1,0,3,0,2025-02,10.0
U10392,Supply,2025-05-21,13,3,1,1,3.0,1,0,1,0,3,0,2025-05,21.0
U10393,Supply,2025-04-23,6,3,2,1,3.0,1,0,0,0,1,1,2025-04,15.0
U10394,Demand,2025-04-15,11,6,0,2,3.0,1,1,0,0,2,1,2025-04,22.0
U10395,Supply,2025-01-17,6,2,2,0,1.0,1,1,1,1,4,0,2025-01,11.0
U10396,Demand,2025-04-30,6,9,0,2,7.0,1,1,0,1,4,0,2025-04,24.0
U10397,Demand,2025-05-17,6,3,0,1,8.0,1,0,1,1,4,0,2025-05,18.0
U10398,Demand,2025-06-18,9,4,0,0,2.0,1,1,0,0,2,1,2025-06,15.0
U10399,Demand,2025-05-09,9,2,0,0,1.0,1,1,0,1,4,0,2025-05,12.0
U10400,Demand,2025-05-10,10,5,0,1,2.0,1,1,1,0,3,0,2025-05,18.0
U10401,Supply,2025-03-01,11,2,0,0,0.0,1,1,1,0,3,0,2025-03,13.0
U10402,Demand,2025-02-17,5,2,0,0,0.0,1,1,0,0,2,1,2025-02,7.0
U10403,Demand,2025-01-29,10,10,0,6,7.0,1,1,0,0,2,1,2025-01,33.0
U10404,Demand,2025-04-07,7,1,0,0,3.0,1,0,0,1,4,0,2025-04,11.0
U10405,Supply,2025-01-10,15,3,5,2,3.0,1,0,1,0,3,0,2025-01,28.0
U10406,Demand,2025-02-27,6,6,0,3,4.0,1,0,0,0,1,1,2025-02,19.0
U10407,Supply,2025-01-21,6,4,1,1,1.0,1,1,1,0,3,0,2025-01,13.0
U10408,Supply,2025-01-28,16,2,5,1,1.0,1,0,0,0,1,1,2025-01,25.0
U10409,Demand,2025-02-03,5,6,0,4,2.0,1,1,1,0,3,0,2025-02,17.0
U10410,Supply,2025-01-08,5,1,1,0,4.0,1,0,0,0,1,1,2025-01,11.0
U10411,Supply,2025-06-26,10,6,3,0,1.0,1,1,0,1,4,0,2025-06,20.0
U10412,Demand,2025-03-20,7,4,0,1,2.0,1,0,0,0,1,1,2025-03,14.0
U10413,Demand,2025-05-25,7,4,0,1,7.0,1,1,0,0,2,1,2025-05,19.0
U10414,Demand,2025-03-28,11,4,0,0,2.0,1,1,0,0,2,1,2025-03,17.0
U10415,Demand,2025-03-29,14,5,0,1,3.0,1,1,1,1,4,0,2025-03,23.0
U10416,Demand,2025-06-22,7,4,0,0,2.0,1,0,0,0,1,1,2025-06,13.0
U10417,Supply,2025-03-10,12,4,3,0,0.0,1,1,0,0,2,1,2025-03,19.0
U10418,Supply,2025-06-09,6,5,3,3,5.0,1,1,1,0,3,0,2025-06,22.0
U10419,Demand,2025-06-21,7,6,0,0,0.0,1,1,1,1,4,0,2025-06,13.0
U10420,Demand,2025-03-28,10,7,0,1,2.0,1,1,0,0,2,1,2025-03,20.0
U10421,Demand,2025-04-11,6,6,0,1,2.0,1,0,0,0,1,1,2025-04,15.0
U10422,Demand,2025-01-08,7,8,0,1,1.0,1,1,1,1,4,0,2025-01,17.0
U10423,Supply,2025-03-18,5,4,1,1,4.0,1,1,0,0,2,1,2025-03,15.0
U10424,Demand,2025-03-28,10,10,0,3,3.0,1,0,1,0,3,0,2025-03,26.0
U10425,Supply,2025-02-12,5,4,2,2,5.0,1,0,1,0,3,0,2025-02,18.0
U10426,Demand,2025-05-09,7,5,0,2,5.0,1,0,1,0,3,0,2025-05,19.0
U10427,Demand,2025-04-19,11,6,0,2,5.0,1,1,0,1,4,0,2025-04,24.0
U10428,Demand,2025-06-28,7,5,0,1,3.0,1,1,0,0,2,1,2025-06,16.0
U10429,Supply,2025-06-01,12,1,3,1,3.0,1,1,1,1,4,0,2025-06,20.0
U10430,Supply,2025-06-01,10,2,3,2,3.0,1,1,1,0,3,0,2025-06,20.0
U10431,Supply,2025-01-17,5,0,2,2,3.0,1,0,0,1,4,0,2025-01,12.0
U10432,Demand,2025-05-13,8,4,0,0,1.0,1,1,1,0,3,0,2025-05,13.0
U10433,Demand,2025-05-28,7,5,0,1,1.0,1,0,0,1,4,0,2025-05,14.0
U10434,Supply,2025-01-21,8,1,0,1,5.0,1,0,0,0,1,1,2025-01,15.0
U10435,Supply,2025-02-27,7,5,3,1,0.0,1,1,1,1,4,0,2025-02,16.0
U10436,Demand,2025-06-08,7,4,0,0,2.0,1,1,1,1,4,0,2025-06,13.0
U10437,Supply,2025-04-20,7,5,4,0,1.0,1,1,1,1,4,0,2025-04,17.0
U10438,Demand,2025-05-19,6,6,0,1,6.0,1,1,1,1,4,0,2025-05,19.0
U10439,Demand,2025-06-29,9,7,0,1,3.0,1,0,0,0,1,1,2025-06,20.0
U10440,Supply,2025-05-23,9,0,0,0,2.0,1,0,1,0,3,0,2025-05,11.0
U10441,Supply,2025-05-15,11,2,1,1,0.0,1,1,1,1,4,0,2025-05,15.0
U10442,Demand,2025-01-28,13,7,0,1,4.0,1,1,1,0,3,0,2025-01,25.0
U10443,Supply,2025-02-20,4,3,1,0,1.0,1,1,0,0,2,1,2025-02,9.0
U10444,Supply,2025-01-05,13,6,2,0,1.0,1,1,1,0,3,0,2025-01,22.0
U10445,Demand,2025-01-05,4,3,0,0,0.0,1,1,0,0,2,1,2025-01,7.0
U10446,Demand,2025-04-04,12,6,0,3,5.0,1,0,0,0,1,1,2025-04,26.0
U10447,Demand,2025-04-06,8,8,0,2,2.0,1,1,1,0,3,0,2025-04,20.0
U10448,Demand,2025-01-08,6,2,0,0,4.0,1,1,1,1,4,0,2025-01,12.0
U10449,Supply,2025-03-05,10,2,3,0,3.0,1,0,1,1,4,0,2025-03,18.0
U10450,Supply,2025-05-18,11,3,3,0,4.0,1,1,1,0,3,0,2025-05,21.0
U10451,Demand,2025-02-07,13,6,0,1,2.0,1,1,1,0,3,0,2025-02,22.0
U10452,Demand,2025-04-21,10,3,0,0,3.0,1,1,1,0,3,0,2025-04,16.0
U10453,Demand,2025-04-22,7,2,0,0,1.0,1,1,0,1,4,0,2025-04,10.0
U10454,Demand,2025-03-22,5,0,0,0,2.0,1,0,1,0,3,0,2025-03,7.0
U10455,Supply,2025-05-16,6,1,0,0,1.0,1,0,1,0,3,0,2025-05,8.0
U10456,Demand,2025-04-14,4,2,0,1,3.0,1,1,1,0,3,0,2025-04,10.0
U10457,Supply,2025-06-02,1,3,2,1,7.0,1,1,1,1,4,0,2025-06,14.0
U10458,Demand,2025-03-14,12,3,0,1,5.0,1,1,1,0,3,0,2025-03,21.0
U10459,Supply,2025-06-27,12,3,3,1,4.0,1,0,0,1,4,0,2025-06,23.0
U10460,Supply,2025-02-18,5,2,0,1,2.0,1,0,0,0,1,1,2025-02,10.0
U10461,Supply,2025-02-05,5,2,1,0,2.0,1,1,1,1,4,0,2025-02,10.0
U10462,Demand,2025-05-06,6,5,0,1,3.0,1,0,1,0,3,0,2025-05,15.0
U10463,Demand,2025-03-09,6,3,0,0,1.0,1,1,1,1,4,0,2025-03,10.0
U10464,Demand,2025-03-19,3,5,0,2,5.0,1,0,1,0,3,0,2025-03,15.0
U10465,Demand,2025-04-15,13,6,0,2,4.0,1,1,1,0,3,0,2025-04,25.0
U10466,Supply,2025-06-18,6,5,1,1,1.0,1,0,0,1,4,0,2025-06,14.0
U10467,Supply,2025-05-02,5,1,3,0,3.0,1,1,0,1,4,0,2025-05,12.0
U10468,Demand,2025-04-29,10,4,0,1,4.0,1,0,0,1,4,0,2025-04,19.0
U10469,Supply,2025-04-24,5,2,0,0,0.0,1,0,0,0,1,1,2025-04,7.0
U10470,Demand,2025-01-10,10,8,0,2,2.0,1,1,1,1,4,0,2025-01,22.0
U10471,Supply,2025-05-29,7,2,2,2,4.0,1,1,1,1,4,0,2025-05,17.0
U10472,Demand,2025-06-13,10,6,0,0,1.0,1,0,0,0,1,1,2025-06,17.0
U10473,Supply,2025-05-20,7,0,5,2,2.0,1,1,0,1,4,0,2025-05,16.0
U10474,Demand,2025-04-01,7,3,0,0,3.0,1,1,0,1,4,0,2025-04,13.0
U10475,Demand,2025-01-02,16,7,0,3,5.0,1,1,0,0,2,1,2025-01,31.0
U10476,Demand,2025-04-28,10,4,0,0,3.0,1,1,1,1,4,0,2025-04,17.0
U10477,Supply,2025-01-13,8,4,1,1,4.0,1,1,1,1,4,0,2025-01,18.0
U10478,Demand,2025-06-09,7,2,0,0,3.0,1,1,1,1,4,0,2025-06,12.0
U10479,Demand,2025-04-05,12,6,0,3,5.0,1,1,0,1,4,0,2025-04,26.0
U10480,Demand,2025-05-24,9,4,0,1,1.0,1,0,0,0,1,1,2025-05,15.0
U10481,Demand,2025-02-01,4,5,0,0,2.0,1,0,0,1,4,0,2025-02,11.0
U10482,Demand,2025-02-01,3,3,0,2,3.0,1,1,1,0,3,0,2025-02,11.0
U10483,Demand,2025-05-04,7,4,0,1,0.0,1,0,0,1,4,0,2025-05,12.0
U10484,Demand,2025-01-11,9,4,0,1,5.0,1,1,0,1,4,0,2025-01,19.0
U10485,Demand,2025-01-10,4,2,0,1,5.0,1,1,0,1,4,0,2025-01,12.0
U10486,Demand,2025-01-15,14,9,0,2,4.0,1,1,0,1,4,0,2025-01,29.0
U10487,Supply,2025-01-17,7,1,4,0,2.0,1,0,0,0,1,1,2025-01,14.0
U10488,Supply,2025-06-17,7,2,5,1,4.0,1,1,1,0,3,0,2025-06,19.0
U10489,Demand,2025-05-26,7,5,0,0,1.0,1,1,0,0,2,1,2025-05,13.0
U10490,Demand,2025-06-02,5,4,0,1,10.0,1,1,1,1,4,0,2025-06,20.0
U10491,Demand,2025-02-28,15,9,0,4,6.0,1,1,1,1,4,0,2025-02,34.0
U10492,Demand,2025-03-19,4,4,0,0,3.0,1,1,0,1,4,0,2025-03,11.0
U10493,Supply,2025-05-04,12,5,2,0,0.0,1,1,1,0,3,0,2025-05,19.0
U10494,Supply,2025-04-24,12,2,1,1,3.0,1,1,1,0,3,0,2025-04,19.0
U10495,Demand,2025-01-22,11,5,0,2,1.0,1,0,1,0,3,0,2025-01,19.0
U10496,Supply,2025-06-07,5,3,3,1,7.0,1,0,1,1,4,0,2025-06,19.0
U10497,Demand,2025-06-21,13,5,0,2,4.0,1,1,1,1,4,0,2025-06,24.0
U10498,Supply,2025-02-01,8,2,6,2,6.0,1,1,1,0,3,0,2025-02,24.0
U10499,Demand,2025-06-28,3,1,0,0,0.0,1,1,0,0,2,1,2025-06,4.0
U10500,Demand,2025-06-23,7,4,0,1,3.0,1,0,0,0,1,1,2025-06,15.0
U10501,Demand,2025-04-23,10,5,0,0,0.0,1,1,1,1,4,0,2025-04,15.0
U10502,Demand,2025-04-30,12,2,0,1,0.0,1,1,0,0,2,1,2025-04,15.0
U10503,Supply,2025-05-29,8,3,1,1,3.0,1,1,1,0,3,0,2025-05,16.0
U10504,Demand,2025-05-02,17,11,0,2,5.0,1,1,1,1,4,0,2025-05,35.0
U10505,Demand,2025-02-01,3,3,0,1,5.0,1,1,1,0,3,0,2025-02,12.0
U10506,Supply,2025-04-29,11,2,3,1,4.0,1,1,0,1,4,0,2025-04,21.0
U10507,Demand,2025-02-08,6,5,0,2,5.0,1,1,1,0,3,0,2025-02,18.0
U10508,Demand,2025-01-12,13,3,0,1,2.0,1,0,1,0,3,0,2025-01,19.0
U10509,Demand,2025-06-24,7,2,0,0,1.0,1,1,1,0,3,0,2025-06,10.0
U10510,Demand,2025-01-18,12,7,0,2,5.0,1,0,1,0,3,0,2025-01,26.0
U10511,Demand,2025-05-29,10,5,0,1,2.0,1,1,0,0,2,1,2025-05,18.0
U10512,Supply,2025-05-21,5,2,1,1,2.0,1,1,1,1,4,0,2025-05,11.0
U10513,Demand,2025-05-29,3,3,0,1,3.0,1,1,1,0,3,0,2025-05,10.0
U10514,Demand,2025-05-06,8,4,0,0,0.0,1,1,0,0,2,1,2025-05,12.0
U10515,Supply,2025-05-16,4,0,1,0,1.0,1,1,0,0,2,1,2025-05,6.0
U10516,Supply,2025-02-15,20,4,7,2,5.0,1,1,0,0,2,1,2025-02,38.0
U10517,Supply,2025-04-14,4,4,1,0,3.0,1,0,0,0,1,1,2025-04,12.0
U10518,Demand,2025-05-15,9,8,0,2,6.0,1,1,1,1,4,0,2025-05,25.0
U10519,Demand,2025-05-31,13,5,0,2,5.0,1,1,0,0,2,1,2025-05,25.0
U10520,Supply,2025-03-27,9,2,2,1,4.0,1,1,1,1,4,0,2025-03,18.0
U10521,Demand,2025-05-30,10,6,0,2,7.0,1,1,1,1,4,0,2025-05,25.0
U10522,Supply,2025-03-30,11,6,2,1,3.0,1,1,1,0,3,0,2025-03,23.0
U10523,Demand,2025-01-22,8,4,0,1,5.0,1,1,1,0,3,0,2025-01,18.0
U10524,Demand,2025-04-02,9,6,0,3,7.0,1,0,0,1,4,0,2025-04,25.0
U10525,Demand,2025-01-29,16,7,0,0,4.0,1,1,1,0,3,0,2025-01,27.0
U10526,Demand,2025-01-13,15,5,0,0,1.0,1,0,1,0,3,0,2025-01,21.0
U10527,Supply,2025-01-02,7,4,1,0,1.0,1,1,1,0,3,0,2025-01,13.0
U10528,Supply,2025-01-29,6,1,1,1,4.0,1,1,1,0,3,0,2025-01,13.0
U10529,Supply,2025-06-29,5,0,4,1,1.0,1,1,0,0,2,1,2025-06,11.0
U10530,Demand,2025-01-27,3,3,0,2,7.0,1,1,0,0,2,1,2025-01,15.0
U10531,Demand,2025-02-19,8,5,0,1,2.0,1,0,1,1,4,0,2025-02,16.0
U10532,Demand,2025-04-05,15,5,0,2,6.0,1,0,1,1,4,0,2025-04,28.0
U10533,Demand,2025-05-31,7,6,0,1,4.0,1,1,1,1,4,0,2025-05,18.0
U10534,Demand,2025-03-29,6,4,0,1,6.0,1,0,0,1,4,0,2025-03,17.0
U10535,Demand,2025-02-13,13,9,0,2,4.0,1,1,1,1,4,0,2025-02,28.0
U10536,Demand,2025-01-22,12,6,0,0,2.0,1,1,1,1,4,0,2025-01,20.0
U10537,Demand,2025-06-20,5,1,0,0,1.0,1,0,0,0,1,1,2025-06,7.0
U10538,Supply,2025-06-14,6,3,3,1,6.0,1,0,0,0,1,1,2025-06,19.0
U10539,Demand,2025-04-07,11,4,0,0,1.0,1,1,0,0,2,1,2025-04,16.0
U10540,Supply,2025-01-03,4,1,2,0,3.0,1,0,0,0,1,1,2025-01,10.0
U10541,Demand,2025-04-28,14,10,0,2,3.0,1,1,1,1,4,0,2025-04,29.0
U10542,Demand,2025-01-19,9,3,0,1,1.0,1,0,0,0,1,1,2025-01,14.0
U10543,Supply,2025-01-23,10,4,2,2,7.0,1,1,0,1,4,0,2025-01,25.0
U10544,Demand,2025-06-06,3,3,0,0,0.0,1,1,0,0,2,1,2025-06,6.0
U10545,Demand,2025-01-30,5,2,0,1,1.0,1,1,1,0,3,0,2025-01,9.0
U10546,Supply,2025-02-08,4,2,2,0,2.0,1,1,0,0,2,1,2025-02,10.0
U10547,Supply,2025-04-18,7,1,1,1,2.0,1,1,1,1,4,0,2025-04,12.0
U10548,Demand,2025-04-21,17,7,0,2,1.0,1,1,1,1,4,0,2025-04,27.0
U10549,Demand,2025-01-25,9,5,0,0,0.0,1,1,1,1,4,0,2025-01,14.0
U10550,Demand,2025-05-08,5,3,0,1,3.0,1,1,0,0,2,1,2025-05,12.0
U10551,Demand,2025-04-21,8,5,0,2,2.0,1,0,0,0,1,1,2025-04,17.0
U10552,Demand,2025-05-16,7,1,0,0,1.0,1,0,0,0,1,1,2025-05,9.0
U10553,Demand,2025-04-16,14,6,0,1,2.0,1,1,1,1,4,0,2025-04,23.0
U10554,Demand,2025-05-24,10,0,0,0,2.0,1,1,0,1,4,0,2025-05,12.0
U10555,Demand,2025-03-13,5,8,0,1,4.0,1,1,0,1,4,0,2025-03,18.0
U10556,Supply,2025-05-09,7,2,2,0,4.0,1,0,0,0,1,1,2025-05,15.0
U10557,Supply,2025-04-18,3,1,1,0,2.0,1,0,0,0,1,1,2025-04,7.0
U10558,Supply,2025-01-05,5,6,1,1,1.0,1,0,1,1,4,0,2025-01,14.0
U10559,Demand,2025-01-03,6,5,0,1,5.0,1,0,0,0,1,1,2025-01,17.0
U10560,Demand,2025-05-12,9,8,0,3,5.0,1,0,1,0,3,0,2025-05,25.0
U10561,Demand,2025-04-14,9,5,0,1,5.0,1,1,0,1,4,0,2025-04,20.0
U10562,Supply,2025-03-05,8,3,2,0,1.0,1,0,0,0,1,1,2025-03,14.0
U10563,Supply,2025-04-16,17,5,2,1,2.0,1,1,1,0,3,0,2025-04,27.0
U10564,Supply,2025-04-08,7,3,2,0,2.0,1,0,0,0,1,1,2025-04,14.0
U10565,Supply,2025-01-10,8,2,4,0,0.0,1,0,0,0,1,1,2025-01,14.0
U10566,Demand,2025-05-29,8,3,0,0,3.0,1,0,1,1,4,0,2025-05,14.0
U10567,Supply,2025-05-08,11,1,6,1,3.0,1,1,0,1,4,0,2025-05,22.0
U10568,Demand,2025-02-15,4,5,0,2,5.0,1,1,0,0,2,1,2025-02,16.0
U10569,Demand,2025-06-04,9,2,0,1,4.0,1,0,1,1,4,0,2025-06,16.0
U10570,Supply,2025-03-07,14,7,4,1,4.0,1,1,1,1,4,0,2025-03,30.0
U10571,Demand,2025-06-18,9,7,0,0,2.0,1,0,1,1,4,0,2025-06,18.0
U10572,Demand,2025-04-22,5,4,0,2,7.0,1,0,1,0,3,0,2025-04,18.0
U10573,Supply,2025-01-13,4,1,2,1,3.0,1,1,1,1,4,0,2025-01,11.0
U10574,Demand,2025-05-17,6,3,0,2,2.0,1,1,1,1,4,0,2025-05,13.0
U10575,Demand,2025-06-13,5,8,0,1,7.0,1,0,1,1,4,0,2025-06,21.0
U10576,Demand,2025-03-27,7,5,0,0,2.0,1,0,0,0,1,1,2025-03,14.0
